#         t          x          y          z         vx         vy         vz
      1.922    146.493     88.591    133.477    161.311    -37.501     61.982
      1.923    146.654     88.554    133.539    161.223    -37.551     61.903
      1.924    146.816     88.516    133.601    161.135    -37.600     61.825
      1.925    146.977     88.478    133.663    161.047    -37.649     61.747
      1.926    147.138     88.441    133.725    160.959    -37.699     61.669
      1.927    147.299     88.403    133.786    160.871    -37.748     61.592
      1.928    147.459     88.365    133.848    160.783    -37.797     61.514
      1.929    147.620     88.327    133.909    160.695    -37.846     61.436
      1.930    147.781     88.290    133.971    160.607    -37.895     61.359
      1.931    147.941     88.252    134.032    160.519    -37.943     61.281
      1.932    148.102     88.214    134.093    160.432    -37.992     61.204
      1.933    148.262     88.176    134.155    160.344    -38.040     61.126
      1.934    148.422     88.138    134.216    160.256    -38.089     61.049
      1.935    148.583     88.100    134.277    160.169    -38.137     60.972
      1.936    148.743     88.061    134.338    160.081    -38.185     60.895
      1.937    148.903     88.023    134.398    159.993    -38.234     60.818
      1.938    149.063     87.985    134.459    159.906    -38.282     60.741
      1.939    149.223     87.947    134.520    159.818    -38.330     60.664
      1.940    149.382     87.908    134.581    159.731    -38.377     60.587
      1.941    149.542     87.870    134.641    159.644    -38.425     60.511
      1.942    149.702     87.831    134.702    159.556    -38.473     60.434
      1.943    149.861     87.793    134.762    159.469    -38.520     60.358
      1.944    150.021     87.754    134.822    159.382    -38.568     60.281
      1.945    150.180     87.716    134.883    159.295    -38.615     60.205
      1.946    150.339     87.677    134.943    159.208    -38.662     60.129
      1.947    150.498     87.638    135.003    159.120    -38.710     60.053
      1.948    150.657     87.600    135.063    159.033    -38.757     59.977
      1.949    150.816     87.561    135.123    158.946    -38.804     59.901
      1.950    150.975     87.522    135.183    158.859    -38.850     59.825
      1.951    151.134     87.483    135.242    158.772    -38.897     59.749
      1.952    151.293     87.444    135.302    158.686    -38.944     59.673
      1.953    151.452     87.405    135.362    158.599    -38.991     59.598
      1.954    151.610     87.366    135.421    158.512    -39.037     59.522
      1.955    151.769     87.327    135.481    158.425    -39.083     59.447
      1.956    151.927     87.288    135.540    158.338    -39.130     59.371
      1.957    152.085     87.249    135.600    158.252    -39.176     59.296
      1.958    152.243     87.210    135.659    158.165    -39.222     59.221
      1.959    152.402     87.171    135.718    158.078    -39.268     59.145
      1.960    152.560     87.131    135.777    157.992    -39.314     59.070
      1.961    152.718     87.092    135.836    157.905    -39.360     58.995
      1.962    152.875     87.053    135.895    157.819    -39.406     58.921
      1.963    153.033     87.013    135.954    157.732    -39.451     58.846
      1.964    153.191     86.974    136.013    157.646    -39.497     58.771
      1.965    153.349     86.934    136.071    157.560    -39.542     58.696
      1.966    153.506     86.895    136.130    157.473    -39.588     58.622
      1.967    153.663     86.855    136.189    157.387    -39.633     58.547
      1.968    153.821     86.815    136.247    157.301    -39.678     58.473
      1.969    153.978     86.776    136.306    157.215    -39.723     58.399
      1.970    154.135     86.736    136.364    157.128    -39.768     58.324
      1.971    154.292     86.696    136.422    157.042    -39.813     58.250
      1.972    154.449     86.656    136.481    156.956    -39.858     58.176
      1.973    154.606     86.616    136.539    156.870    -39.903     58.102
      1.974    154.763     86.576    136.597    156.784    -39.947     58.028
      1.975    154.920     86.536    136.655    156.698    -39.992     57.954
      1.976    155.076     86.496    136.713    156.613    -40.036     57.880
      1.977    155.233     86.456    136.770    156.527    -40.080     57.807
      1.978    155.390     86.416    136.828    156.441    -40.125     57.733
      1.979    155.546     86.376    136.886    156.355    -40.169     57.660
      1.980    155.702     86.336    136.944    156.269    -40.213     57.586
      1.981    155.858     86.296    137.001    156.184    -40.257     57.513
      1.982    156.015     86.255    137.059    156.098    -40.301     57.439
      1.983    156.171     86.215    137.116    156.012    -40.345     57.366
      1.984    156.327     86.175    137.173    155.927    -40.389     57.293
      1.985    156.483     86.134    137.231    155.841    -40.432     57.220
      1.986    156.638     86.094    137.288    155.756    -40.476     57.147
      1.987    156.794     86.053    137.345    155.670    -40.519     57.074
      1.988    156.950     86.013    137.402    155.585    -40.563     57.001
      1.989    157.105     85.972    137.459    155.500    -40.606     56.928
      1.990    157.261     85.932    137.516    155.414    -40.649     56.856
      1.991    157.416     85.891    137.573    155.329    -40.692     56.783
      1.992    157.571     85.850    137.629    155.244    -40.735     56.711
      1.993    157.726     85.809    137.686    155.159    -40.778     56.638
      1.994    157.882     85.769    137.743    155.074    -40.821     56.566
      1.995    158.037     85.728    137.799    154.988    -40.864     56.494
      1.996    158.192     85.687    137.856    154.903    -40.906     56.421
      1.997    158.346     85.646    137.912    154.818    -40.949     56.349
      1.998    158.501     85.605    137.968    154.733    -40.992     56.277
      1.999    158.656     85.564    138.025    154.648    -41.034     56.205
      2.000    158.811     85.523    138.081    154.564    -41.076     56.133
      2.001    158.965     85.482    138.137    154.479    -41.119     56.061
      2.002    159.119     85.441    138.193    154.394    -41.161     55.990
      2.003    159.274     85.400    138.249    154.309    -41.203     55.918
      2.004    159.428     85.358    138.305    154.224    -41.245     55.846
      2.005    159.582     85.317    138.360    154.140    -41.287     55.775
      2.006    159.736     85.276    138.416    154.055    -41.329     55.703
      2.007    159.890     85.234    138.472    153.970    -41.370     55.632
      2.008    160.044     85.193    138.527    153.886    -41.412     55.561
      2.009    160.198     85.152    138.583    153.801    -41.454     55.489
      2.010    160.352     85.110    138.638    153.717    -41.495     55.418
      2.011    160.506     85.069    138.694    153.632    -41.537     55.347
      2.012    160.659     85.027    138.749    153.548    -41.578     55.276
      2.013    160.813     84.985    138.804    153.464    -41.619     55.205
      2.014    160.966     84.944    138.860    153.379    -41.660     55.134
      2.015    161.119     84.902    138.915    153.295    -41.701     55.064
      2.016    161.273     84.860    138.970    153.211    -41.742     54.993
      2.017    161.426     84.819    139.025    153.127    -41.783     54.922
      2.018    161.579     84.777    139.080    153.043    -41.824     54.852
      2.019    161.732     84.735    139.134    152.958    -41.865     54.781
      2.020    161.885     84.693    139.189    152.874    -41.906     54.711
      2.021    162.038     84.651    139.244    152.790    -41.946     54.641
      2.022    162.190     84.609    139.298    152.706    -41.987     54.570
      2.023    162.343     84.567    139.353    152.622    -42.027     54.500
      2.024    162.496     84.525    139.407    152.539    -42.067     54.430
      2.025    162.648     84.483    139.462    152.455    -42.108     54.360
      2.026    162.801     84.441    139.516    152.371    -42.148     54.290
      2.027    162.953     84.399    139.570    152.287    -42.188     54.220
      2.028    163.105     84.357    139.625    152.203    -42.228     54.150
      2.029    163.257     84.314    139.679    152.120    -42.268     54.080
      2.030    163.409     84.272    139.733    152.036    -42.308     54.011
      2.031    163.561     84.230    139.787    151.952    -42.348     53.941
      2.032    163.713     84.187    139.841    151.869    -42.387     53.872
      2.033    163.865     84.145    139.894    151.785    -42.427     53.802
      2.034    164.017     84.102    139.948    151.702    -42.467     53.733
      2.035    164.169     84.060    140.002    151.618    -42.506     53.663
      2.036    164.320     84.017    140.056    151.535    -42.545     53.594
      2.037    164.472     83.975    140.109    151.451    -42.585     53.525
      2.038    164.623     83.932    140.163    151.368    -42.624     53.456
      2.039    164.774     83.890    140.216    151.285    -42.663     53.387
      2.040    164.926     83.847    140.269    151.202    -42.702     53.318
      2.041    165.077     83.804    140.323    151.118    -42.741     53.249
      2.042    165.228     83.761    140.376    151.035    -42.780     53.180
      2.043    165.379     83.719    140.429    150.952    -42.819     53.111
      2.044    165.530     83.676    140.482    150.869    -42.858     53.043
      2.045    165.681     83.633    140.535    150.786    -42.896     52.974
      2.046    165.831     83.590    140.588    150.703    -42.935     52.905
      2.047    165.982     83.547    140.641    150.620    -42.974     52.837
      2.048    166.133     83.504    140.694    150.537    -43.012     52.769
      2.049    166.283     83.461    140.746    150.454    -43.050     52.700
      2.050    166.433     83.418    140.799    150.371    -43.089     52.632
      2.051    166.584     83.375    140.852    150.288    -43.127     52.564
      2.052    166.734     83.332    140.904    150.206    -43.165     52.496
      2.053    166.884     83.289    140.957    150.123    -43.203     52.428
      2.054    167.034     83.245    141.009    150.040    -43.241     52.360
      2.055    167.184     83.202    141.061    149.958    -43.279     52.292
      2.056    167.334     83.159    141.114    149.875    -43.317     52.224
      2.057    167.484     83.115    141.166    149.792    -43.355     52.156
      2.058    167.634     83.072    141.218    149.710    -43.393     52.088
      2.059    167.783     83.029    141.270    149.627    -43.430     52.021
      2.060    167.933     82.985    141.322    149.545    -43.468     51.953
      2.061    168.083     82.942    141.374    149.463    -43.505     51.886
      2.062    168.232     82.898    141.426    149.380    -43.543     51.818
      2.063    168.381     82.855    141.478    149.298    -43.580     51.751
      2.064    168.531     82.811    141.529    149.216    -43.617     51.683
      2.065    168.680     82.767    141.581    149.133    -43.654     51.616
      2.066    168.829     82.724    141.633    149.051    -43.691     51.549
      2.067    168.978     82.680    141.684    148.969    -43.729     51.482
      2.068    169.127     82.636    141.735    148.887    -43.765     51.415
      2.069    169.276     82.593    141.787    148.805    -43.802     51.348
      2.070    169.424     82.549    141.838    148.723    -43.839     51.281
      2.071    169.573     82.505    141.889    148.641    -43.876     51.214
      2.072    169.722     82.461    141.941    148.559    -43.913     51.147
      2.073    169.870     82.417    141.992    148.477    -43.949     51.081
      2.074    170.019     82.373    142.043    148.395    -43.986     51.014
      2.075    170.167     82.329    142.094    148.313    -44.022     50.948
      2.076    170.315     82.285    142.145    148.231    -44.059     50.881
      2.077    170.463     82.241    142.195    148.150    -44.095     50.815
      2.078    170.612     82.197    142.246    148.068    -44.131     50.748
      2.079    170.760     82.153    142.297    147.986    -44.167     50.682
      2.080    170.908     82.108    142.348    147.905    -44.203     50.616
      2.081    171.055     82.064    142.398    147.823    -44.239     50.550
      2.082    171.203     82.020    142.449    147.741    -44.275     50.484
      2.083    171.351     81.976    142.499    147.660    -44.311     50.418
      2.084    171.498     81.931    142.550    147.578    -44.347     50.352
      2.085    171.646     81.887    142.600    147.497    -44.383     50.286
      2.086    171.793     81.843    142.650    147.415    -44.419     50.220
      2.087    171.941     81.798    142.700    147.334    -44.454     50.154
      2.088    172.088     81.754    142.750    147.253    -44.490     50.088
      2.089    172.235     81.709    142.801    147.171    -44.525     50.023
      2.090    172.382     81.665    142.851    147.090    -44.560     49.957
      2.091    172.530     81.620    142.900    147.009    -44.596     49.892
      2.092    172.677     81.575    142.950    146.928    -44.631     49.826
      2.093    172.823     81.531    143.000    146.847    -44.666     49.761
      2.094    172.970     81.486    143.050    146.766    -44.701     49.695
      2.095    173.117     81.441    143.099    146.685    -44.736     49.630
      2.096    173.264     81.397    143.149    146.604    -44.771     49.565
      2.097    173.410     81.352    143.199    146.523    -44.806     49.500
      2.098    173.557     81.307    143.248    146.442    -44.841     49.435
      2.099    173.703     81.262    143.297    146.361    -44.876     49.370
      2.100    173.849     81.217    143.347    146.280    -44.911     49.305
      2.101    173.996     81.172    143.396    146.199    -44.945     49.240
      2.102    174.142     81.127    143.445    146.118    -44.980     49.175
      2.103    174.288     81.082    143.494    146.038    -45.014     49.111
      2.104    174.434     81.037    143.544    145.957    -45.049     49.046
      2.105    174.580     80.992    143.593    145.876    -45.083     48.981
      2.106    174.726     80.947    143.641    145.796    -45.117     48.917
      2.107    174.871     80.902    143.690    145.715    -45.152     48.852
      2.108    175.017     80.857    143.739    145.634    -45.186     48.788
      2.109    175.163     80.812    143.788    145.554    -45.220     48.724
      2.110    175.308     80.766    143.837    145.473    -45.254     48.659
      2.111    175.454     80.721    143.885    145.393    -45.288     48.595
      2.112    175.599     80.676    143.934    145.313    -45.322     48.531
      2.113    175.744     80.631    143.982    145.232    -45.356     48.467
      2.114    175.889     80.585    144.031    145.152    -45.389     48.403
      2.115    176.034     80.540    144.079    145.072    -45.423     48.339
      2.116    176.179     80.494    144.127    144.991    -45.457     48.275
      2.117    176.324     80.449    144.176    144.911    -45.490     48.211
      2.118    176.469     80.403    144.224    144.831    -45.524     48.147
      2.119    176.614     80.358    144.272    144.751    -45.557     48.083
      2.120    176.759     80.312    144.320    144.671    -45.590     48.020
      2.121    176.903     80.267    144.368    144.591    -45.624     47.956
      2.122    177.048     80.221    144.416    144.511    -45.657     47.893
      2.123    177.192     80.175    144.464    144.431    -45.690     47.829
      2.124    177.337     80.130    144.512    144.351    -45.723     47.766
      2.125    177.481     80.084    144.559    144.271    -45.756     47.702
      2.126    177.625     80.038    144.607    144.191    -45.789     47.639
      2.127    177.770     79.992    144.655    144.111    -45.822     47.576
      2.128    177.914     79.946    144.702    144.032    -45.855     47.513
      2.129    178.058     79.901    144.750    143.952    -45.888     47.450
      2.130    178.202     79.855    144.797    143.872    -45.921     47.386
      2.131    178.345     79.809    144.844    143.793    -45.953     47.323
      2.132    178.489     79.763    144.892    143.713    -45.986     47.261
      2.133    178.633     79.717    144.939    143.633    -46.018     47.198
      2.134    178.776     79.671    144.986    143.554    -46.051     47.135
      2.135    178.920     79.625    145.033    143.474    -46.083     47.072
      2.136    179.063     79.579    145.080    143.395    -46.116     47.009
      2.137    179.207     79.532    145.127    143.315    -46.148     46.947
      2.138    179.350     79.486    145.174    143.236    -46.180     46.884
      2.139    179.493     79.440    145.221    143.157    -46.212     46.822
      2.140    179.636     79.394    145.268    143.077    -46.244     46.759
      2.141    179.779     79.348    145.314    142.998    -46.276     46.697
      2.142    179.922     79.301    145.361    142.919    -46.308     46.635
      2.143    180.065     79.255    145.408    142.840    -46.340     46.572
      2.144    180.208     79.209    145.454    142.760    -46.372     46.510
      2.145    180.351     79.162    145.501    142.681    -46.404     46.448
      2.146    180.493     79.116    145.547    142.602    -46.435     46.386
      2.147    180.636     79.069    145.594    142.523    -46.467     46.324
      2.148    180.778     79.023    145.640    142.444    -46.499     46.262
      2.149    180.921     78.976    145.686    142.365    -46.530     46.200
      2.150    181.063     78.930    145.732    142.286    -46.562     46.138
      2.151    181.205     78.883    145.778    142.207    -46.593     46.076
      2.152    181.348     78.837    145.824    142.128    -46.624     46.015
      2.153    181.490     78.790    145.870    142.050    -46.656     45.953
      2.154    181.632     78.743    145.916    141.971    -46.687     45.891
      2.155    181.774     78.697    145.962    141.892    -46.718     45.830
      2.156    181.915     78.650    146.008    141.813    -46.749     45.768
      2.157    182.057     78.603    146.054    141.735    -46.780     45.707
      2.158    182.199     78.556    146.099    141.656    -46.811     45.645
      2.159    182.340     78.509    146.145    141.577    -46.842     45.584
      2.160    182.482     78.463    146.191    141.499    -46.873     45.523
      2.161    182.623     78.416    146.236    141.420    -46.904     45.462
      2.162    182.765     78.369    146.281    141.342    -46.934     45.400
      2.163    182.906     78.322    146.327    141.263    -46.965     45.339
      2.164    183.047     78.275    146.372    141.185    -46.996     45.278
      2.165    183.189     78.228    146.417    141.107    -47.026     45.217
      2.166    183.330     78.181    146.463    141.028    -47.057     45.156
      2.167    183.471     78.134    146.508    140.950    -47.087     45.095
      2.168    183.611     78.087    146.553    140.872    -47.118     45.035
      2.169    183.752     78.040    146.598    140.794    -47.148     44.974
      2.170    183.893     77.992    146.643    140.715    -47.178     44.913
      2.171    184.034     77.945    146.688    140.637    -47.208     44.853
      2.172    184.174     77.898    146.732    140.559    -47.239     44.792
      2.173    184.315     77.851    146.777    140.481    -47.269     44.731
      2.174    184.455     77.803    146.822    140.403    -47.299     44.671
      2.175    184.596     77.756    146.867    140.325    -47.329     44.611
      2.176    184.736     77.709    146.911    140.247    -47.359     44.550
      2.177    184.876     77.661    146.956    140.169    -47.388     44.490
      2.178    185.016     77.614    147.000    140.091    -47.418     44.430
      2.179    185.156     77.567    147.044    140.013    -47.448     44.370
      2.180    185.296     77.519    147.089    139.935    -47.478     44.309
      2.181    185.436     77.472    147.133    139.858    -47.507     44.249
      2.182    185.576     77.424    147.177    139.780    -47.537     44.189
      2.183    185.716     77.377    147.221    139.702    -47.566     44.129
      2.184    185.855     77.329    147.266    139.625    -47.596     44.069
      2.185    185.995     77.281    147.310    139.547    -47.625     44.010
      2.186    186.135     77.234    147.354    139.469    -47.654     43.950
      2.187    186.274     77.186    147.398    139.392    -47.684     43.890
      2.188    186.413     77.138    147.441    139.314    -47.713     43.830
      2.189    186.553     77.091    147.485    139.237    -47.742     43.771
      2.190    186.692     77.043    147.529    139.159    -47.771     43.711
      2.191    186.831     76.995    147.573    139.082    -47.800     43.652
      2.192    186.970     76.947    147.616    139.004    -47.829     43.592
      2.193    187.109     76.899    147.660    138.927    -47.858     43.533
      2.194    187.248     76.852    147.703    138.850    -47.887     43.473
      2.195    187.387     76.804    147.747    138.773    -47.916     43.414
      2.196    187.525     76.756    147.790    138.695    -47.945     43.355
      2.197    187.664     76.708    147.833    138.618    -47.973     43.296
      2.198    187.803     76.660    147.877    138.541    -48.002     43.237
      2.199    187.941     76.612    147.920    138.464    -48.031     43.177
      2.200    188.080     76.564    147.963    138.387    -48.059     43.118
      2.201    188.218     76.516    148.006    138.310    -48.088     43.059
      2.202    188.356     76.468    148.049    138.233    -48.116     43.001
      2.203    188.494     76.419    148.092    138.156    -48.144     42.942
      2.204    188.632     76.371    148.135    138.079    -48.173     42.883
      2.205    188.771     76.323    148.178    138.002    -48.201     42.824
      2.206    188.908     76.275    148.221    137.925    -48.229     42.765
      2.207    189.046     76.227    148.263    137.848    -48.257     42.707
      2.208    189.184     76.178    148.306    137.771    -48.285     42.648
      2.209    189.322     76.130    148.349    137.695    -48.314     42.590
      2.210    189.460     76.082    148.391    137.618    -48.342     42.531
      2.211    189.597     76.033    148.434    137.541    -48.369     42.473
      2.212    189.735     75.985    148.476    137.464    -48.397     42.414
      2.213    189.872     75.937    148.519    137.388    -48.425     42.356
      2.214    190.009     75.888    148.561    137.311    -48.453     42.298
      2.215    190.147     75.840    148.603    137.235    -48.481     42.240
      2.216    190.284     75.791    148.645    137.158    -48.508     42.181
      2.217    190.421     75.743    148.688    137.082    -48.536     42.123
      2.218    190.558     75.694    148.730    137.005    -48.564     42.065
      2.219    190.695     75.645    148.772    136.929    -48.591     42.007
      2.220    190.832     75.597    148.814    136.852    -48.619     41.949
      2.221    190.969     75.548    148.856    136.776    -48.646     41.891
      2.222    191.105     75.500    148.897    136.700    -48.673     41.834
      2.223    191.242     75.451    148.939    136.624    -48.701     41.776
      2.224    191.379     75.402    148.981    136.547    -48.728     41.718
      2.225    191.515     75.353    149.023    136.471    -48.755     41.660
      2.226    191.652     75.305    149.064    136.395    -48.782     41.603
      2.227    191.788     75.256    149.106    136.319    -48.809     41.545
      2.228    191.924     75.207    149.147    136.243    -48.836     41.488
      2.229    192.060     75.158    149.189    136.167    -48.863     41.430
      2.230    192.197     75.109    149.230    136.091    -48.890     41.373
      2.231    192.333     75.060    149.272    136.015    -48.917     41.315
      2.232    192.469     75.011    149.313    135.939    -48.944     41.258
      2.233    192.605     74.963    149.354    135.863    -48.971     41.201
      2.234    192.740     74.914    149.395    135.787    -48.997     41.143
      2.235    192.876     74.865    149.436    135.711    -49.024     41.086
      2.236    193.012     74.815    149.478    135.635    -49.051     41.029
      2.237    193.147     74.766    149.519    135.560    -49.077     40.972
      2.238    193.283     74.717    149.559    135.484    -49.104     40.915
      2.239    193.418     74.668    149.600    135.408    -49.130     40.858
      2.240    193.554     74.619    149.641    135.332    -49.157     40.801
      2.241    193.689     74.570    149.682    135.257    -49.183     40.744
      2.242    193.824     74.521    149.723    135.181    -49.209     40.687
      2.243    193.959     74.471    149.763    135.106    -49.236     40.631
      2.244    194.094     74.422    149.804    135.030    -49.262     40.574
      2.245    194.229     74.373    149.844    134.955    -49.288     40.517
      2.246    194.364     74.324    149.885    134.879    -49.314     40.461
      2.247    194.499     74.274    149.925    134.804    -49.340     40.404
      2.248    194.634     74.225    149.966    134.728    -49.366     40.348
      2.249    194.769     74.176    150.006    134.653    -49.392     40.291
      2.250    194.903     74.126    150.046    134.578    -49.418     40.235
      2.251    195.038     74.077    150.087    134.502    -49.444     40.178
      2.252    195.172     74.027    150.127    134.427    -49.470     40.122
      2.253    195.307     73.978    150.167    134.352    -49.495     40.066
      2.254    195.441     73.928    150.207    134.277    -49.521     40.010
      2.255    195.575     73.879    150.247    134.202    -49.547     39.953
      2.256    195.709     73.829    150.287    134.127    -49.572     39.897
      2.257    195.843     73.780    150.327    134.052    -49.598     39.841
      2.258    195.977     73.730    150.366    133.976    -49.623     39.785
      2.259    196.111     73.680    150.406    133.901    -49.649     39.729
      2.260    196.245     73.631    150.446    133.826    -49.674     39.673
      2.261    196.379     73.581    150.486    133.752    -49.700     39.617
      2.262    196.513     73.531    150.525    133.677    -49.725     39.562
      2.263    196.646     73.482    150.565    133.602    -49.750     39.506
      2.264    196.780     73.432    150.604    133.527    -49.775     39.450
      2.265    196.913     73.382    150.644    133.452    -49.801     39.395
      2.266    197.047     73.332    150.683    133.377    -49.826     39.339
      2.267    197.180     73.282    150.722    133.303    -49.851     39.283
      2.268    197.314     73.233    150.761    133.228    -49.876     39.228
      2.269    197.447     73.183    150.801    133.153    -49.901     39.172
      2.270    197.580     73.133    150.840    133.079    -49.926     39.117
      2.271    197.713     73.083    150.879    133.004    -49.951     39.062
      2.272    197.846     73.033    150.918    132.930    -49.975     39.006
      2.273    197.979     72.983    150.957    132.855    -50.000     38.951
      2.274    198.112     72.933    150.996    132.780    -50.025     38.896
      2.275    198.244     72.883    151.035    132.706    -50.050     38.841
      2.276    198.377     72.833    151.074    132.632    -50.074     38.785
      2.277    198.510     72.783    151.112    132.557    -50.099     38.730
      2.278    198.642     72.733    151.151    132.483    -50.123     38.675
      2.279    198.775     72.682    151.190    132.409    -50.148     38.620
      2.280    198.907     72.632    151.228    132.334    -50.172     38.565
      2.281    199.039     72.582    151.267    132.260    -50.197     38.510
      2.282    199.171     72.532    151.305    132.186    -50.221     38.456
      2.283    199.304     72.482    151.344    132.112    -50.245     38.401
      2.284    199.436     72.431    151.382    132.037    -50.270     38.346
      2.285    199.568     72.381    151.420    131.963    -50.294     38.291
      2.286    199.700     72.331    151.459    131.889    -50.318     38.237
      2.287    199.831     72.280    151.497    131.815    -50.342     38.182
      2.288    199.963     72.230    151.535    131.741    -50.366     38.128
      2.289    200.095     72.180    151.573    131.667    -50.390     38.073
      2.290    200.227     72.129    151.611    131.593    -50.414     38.019
      2.291    200.358     72.079    151.649    131.519    -50.438     37.964
      2.292    200.490     72.028    151.687    131.445    -50.462     37.910
      2.293    200.621     71.978    151.725    131.372    -50.486     37.855
      2.294    200.752     71.927    151.763    131.298    -50.510     37.801
      2.295    200.884     71.877    151.801    131.224    -50.533     37.747
      2.296    201.015     71.826    151.838    131.150    -50.557     37.693
      2.297    201.146     71.776    151.876    131.076    -50.581     37.639
      2.298    201.277     71.725    151.914    131.003    -50.604     37.585
      2.299    201.408     71.675    151.951    130.929    -50.628     37.531
      2.300    201.539     71.624    151.989    130.856    -50.651     37.477
      2.301    201.670     71.573    152.026    130.782    -50.675     37.423
      2.302    201.800     71.523    152.063    130.708    -50.698     37.369
      2.303    201.931     71.472    152.101    130.635    -50.722     37.315
      2.304    202.062     71.421    152.138    130.561    -50.745     37.261
      2.305    202.192     71.370    152.175    130.488    -50.768     37.207
      2.306    202.323     71.320    152.213    130.414    -50.792     37.154
      2.307    202.453     71.269    152.250    130.341    -50.815     37.100
      2.308    202.583     71.218    152.287    130.268    -50.838     37.046
      2.309    202.713     71.167    152.324    130.194    -50.861     36.993
      2.310    202.844     71.116    152.361    130.121    -50.884     36.939
      2.311    202.974     71.065    152.398    130.048    -50.907     36.886
      2.312    203.104     71.014    152.434    129.975    -50.930     36.832
      2.313    203.234     70.964    152.471    129.901    -50.953     36.779
      2.314    203.364     70.913    152.508    129.828    -50.976     36.725
      2.315    203.493     70.862    152.545    129.755    -50.999     36.672
      2.316    203.623     70.811    152.581    129.682    -51.021     36.619
      2.317    203.753     70.760    152.618    129.609    -51.044     36.566
      2.318    203.882     70.708    152.655    129.536    -51.067     36.512
      2.319    204.012     70.657    152.691    129.463    -51.090     36.459
      2.320    204.141     70.606    152.727    129.390    -51.112     36.406
      2.321    204.271     70.555    152.764    129.317    -51.135     36.353
      2.322    204.400     70.504    152.800    129.244    -51.157     36.300
      2.323    204.529     70.453    152.836    129.171    -51.180     36.247
      2.324    204.658     70.402    152.873    129.098    -51.202     36.194
      2.325    204.787     70.350    152.909    129.026    -51.225     36.142
      2.326    204.916     70.299    152.945    128.953    -51.247     36.089
      2.327    205.045     70.248    152.981    128.880    -51.269     36.036
      2.328    205.174     70.197    153.017    128.807    -51.292     35.983
      2.329    205.303     70.145    153.053    128.735    -51.314     35.931
      2.330    205.431     70.094    153.089    128.662    -51.336     35.878
      2.331    205.560     70.043    153.125    128.590    -51.358     35.825
      2.332    205.689     69.991    153.160    128.517    -51.380     35.773
      2.333    205.817     69.940    153.196    128.444    -51.402     35.720
      2.334    205.946     69.889    153.232    128.372    -51.424     35.668
      2.335    206.074     69.837    153.268    128.299    -51.446     35.615
      2.336    206.202     69.786    153.303    128.227    -51.468     35.563
      2.337    206.330     69.734    153.339    128.155    -51.490     35.511
      2.338    206.458     69.683    153.374    128.082    -51.512     35.458
      2.339    206.586     69.631    153.410    128.010    -51.534     35.406
      2.340    206.714     69.580    153.445    127.938    -51.556     35.354
      2.341    206.842     69.528    153.480    127.865    -51.577     35.302
      2.342    206.970     69.476    153.516    127.793    -51.599     35.250
      2.343    207.098     69.425    153.551    127.721    -51.621     35.198
      2.344    207.226     69.373    153.586    127.649    -51.642     35.146
      2.345    207.353     69.322    153.621    127.576    -51.664     35.094
      2.346    207.481     69.270    153.656    127.504    -51.685     35.042
      2.347    207.608     69.218    153.691    127.432    -51.707     34.990
      2.348    207.736     69.166    153.726    127.360    -51.728     34.938
      2.349    207.863     69.115    153.761    127.288    -51.749     34.886
      2.350    207.990     69.063    153.796    127.216    -51.771     34.835
      2.351    208.117     69.011    153.831    127.144    -51.792     34.783
      2.352    208.244     68.959    153.866    127.072    -51.813     34.731
      2.353    208.372     68.908    153.900    127.000    -51.835     34.680
      2.354    208.498     68.856    153.935    126.928    -51.856     34.628
      2.355    208.625     68.804    153.969    126.857    -51.877     34.576
      2.356    208.752     68.752    154.004    126.785    -51.898     34.525
      2.357    208.879     68.700    154.039    126.713    -51.919     34.473
      2.358    209.006     68.648    154.073    126.641    -51.940     34.422
      2.359    209.132     68.596    154.107    126.570    -51.961     34.371
      2.360    209.259     68.544    154.142    126.498    -51.982     34.319
      2.361    209.385     68.492    154.176    126.426    -52.003     34.268
      2.362    209.512     68.440    154.210    126.355    -52.024     34.217
      2.363    209.638     68.388    154.244    126.283    -52.044     34.166
      2.364    209.764     68.336    154.279    126.211    -52.065     34.114
      2.365    209.890     68.284    154.313    126.140    -52.086     34.063
      2.366    210.016     68.232    154.347    126.068    -52.107     34.012
      2.367    210.143     68.180    154.381    125.997    -52.127     33.961
      2.368    210.268     68.128    154.415    125.926    -52.148     33.910
      2.369    210.394     68.076    154.449    125.854    -52.168     33.859
      2.370    210.520     68.023    154.482    125.783    -52.189     33.808
      2.371    210.646     67.971    154.516    125.711    -52.209     33.757
      2.372    210.772     67.919    154.550    125.640    -52.230     33.707
      2.373    210.897     67.867    154.584    125.569    -52.250     33.656
      2.374    211.023     67.814    154.617    125.498    -52.271     33.605
      2.375    211.148     67.762    154.651    125.426    -52.291     33.554
      2.376    211.274     67.710    154.684    125.355    -52.311     33.504
      2.377    211.399     67.658    154.718    125.284    -52.331     33.453
      2.378    211.524     67.605    154.751    125.213    -52.352     33.403
      2.379    211.649     67.553    154.785    125.142    -52.372     33.352
      2.380    211.774     67.500    154.818    125.071    -52.392     33.302
      2.381    211.899     67.448    154.851    125.000    -52.412     33.251
      2.382    212.024     67.396    154.884    124.929    -52.432     33.201
      2.383    212.149     67.343    154.918    124.858    -52.452     33.150
      2.384    212.274     67.291    154.951    124.787    -52.472     33.100
      2.385    212.399     67.238    154.984    124.716    -52.492     33.050
      2.386    212.524     67.186    155.017    124.645    -52.512     33.000
      2.387    212.648     67.133    155.050    124.574    -52.532     32.949
