#         t          x          y          z         vx         vy         vz
      8.897    -79.948     66.096      0.671    -46.270    242.156    131.512
      8.898    -79.994     66.338      0.802    -45.982    241.914    131.506
      8.899    -80.040     66.580      0.934    -45.694    241.672    131.499
      8.900    -80.086     66.822      1.065    -45.408    241.430    131.491
      8.901    -80.131     67.063      1.197    -45.123    241.188    131.483
      8.902    -80.176     67.304      1.328    -44.839    240.947    131.475
      8.903    -80.220     67.545      1.460    -44.556    240.705    131.466
      8.904    -80.265     67.786      1.591    -44.274    240.464    131.456
      8.905    -80.309     68.026      1.723    -43.993    240.223    131.446
      8.906    -80.353     68.266      1.854    -43.713    239.982    131.435
      8.907    -80.396     68.506      1.986    -43.434    239.741    131.424
      8.908    -80.440     68.746      2.117    -43.157    239.500    131.413
      8.909    -80.483     68.985      2.248    -42.880    239.260    131.401
      8.910    -80.525     69.224      2.380    -42.604    239.020    131.389
      8.911    -80.568     69.463      2.511    -42.330    238.780    131.376
      8.912    -80.610     69.702      2.643    -42.056    238.540    131.363
      8.913    -80.652     69.940      2.774    -41.784    238.300    131.349
      8.914    -80.694     70.178      2.905    -41.512    238.060    131.335
      8.915    -80.735     70.416      3.037    -41.242    237.821    131.321
      8.916    -80.776     70.654      3.168    -40.972    237.582    131.306
      8.917    -80.817     70.891      3.299    -40.704    237.343    131.291
      8.918    -80.858     71.129      3.430    -40.436    237.104    131.275
      8.919    -80.898     71.366      3.562    -40.170    236.866    131.259
      8.920    -80.938     71.602      3.693    -39.904    236.627    131.243
      8.921    -80.978     71.839      3.824    -39.640    236.389    131.226
      8.922    -81.017     72.075      3.955    -39.376    236.151    131.209
      8.923    -81.056     72.311      4.087    -39.113    235.914    131.191
      8.924    -81.095     72.547      4.218    -38.852    235.676    131.173
      8.925    -81.134     72.782      4.349    -38.591    235.439    131.155
      8.926    -81.173     73.018      4.480    -38.332    235.202    131.136
      8.927    -81.211     73.253      4.611    -38.073    234.965    131.117
      8.928    -81.249     73.488      4.742    -37.815    234.728    131.098
      8.929    -81.286     73.722      4.873    -37.558    234.491    131.078
      8.930    -81.324     73.957      5.005    -37.303    234.255    131.058
      8.931    -81.361     74.191      5.136    -37.048    234.019    131.038
      8.932    -81.398     74.425      5.267    -36.794    233.783    131.017
      8.933    -81.435     74.658      5.398    -36.541    233.548    130.996
      8.934    -81.471     74.892      5.529    -36.289    233.312    130.975
      8.935    -81.507     75.125      5.660    -36.038    233.077    130.953
      8.936    -81.543     75.358      5.791    -35.787    232.842    130.931
      8.937    -81.579     75.591      5.921    -35.538    232.607    130.909
      8.938    -81.614     75.823      6.052    -35.290    232.373    130.886
      8.939    -81.649     76.055      6.183    -35.042    232.139    130.863
      8.940    -81.684     76.287      6.314    -34.796    231.905    130.839
      8.941    -81.719     76.519      6.445    -34.550    231.671    130.816
      8.942    -81.753     76.751      6.576    -34.305    231.437    130.792
      8.943    -81.788     76.982      6.706    -34.061    231.204    130.767
      8.944    -81.822     77.213      6.837    -33.818    230.971    130.743
      8.945    -81.855     77.444      6.968    -33.576    230.738    130.718
      8.946    -81.889     77.675      7.099    -33.335    230.505    130.693
      8.947    -81.922     77.905      7.229    -33.095    230.273    130.667
      8.948    -81.955     78.135      7.360    -32.855    230.041    130.641
      8.949    -81.988     78.365      7.491    -32.617    229.809    130.615
      8.950    -82.020     78.595      7.621    -32.379    229.577    130.589
      8.951    -82.052     78.824      7.752    -32.142    229.346    130.562
      8.952    -82.084     79.054      7.882    -31.906    229.114    130.535
      8.953    -82.116     79.283      8.013    -31.671    228.883    130.508
      8.954    -82.148     79.511      8.143    -31.437    228.653    130.480
      8.955    -82.179     79.740      8.274    -31.203    228.422    130.453
      8.956    -82.210     79.968      8.404    -30.971    228.192    130.424
      8.957    -82.241     80.196      8.535    -30.739    227.962    130.396
      8.958    -82.272     80.424      8.665    -30.508    227.732    130.368
      8.959    -82.302     80.652      8.795    -30.278    227.503    130.339
      8.960    -82.332     80.879      8.926    -30.049    227.273    130.309
      8.961    -82.362     81.106      9.056    -29.820    227.044    130.280
      8.962    -82.392     81.333      9.186    -29.593    226.816    130.250
      8.963    -82.421     81.560      9.317    -29.366    226.587    130.220
      8.964    -82.451     81.786      9.447    -29.140    226.359    130.190
      8.965    -82.480     82.013      9.577    -28.915    226.131    130.160
      8.966    -82.508     82.239      9.707    -28.690    225.903    130.129
      8.967    -82.537     82.464      9.837    -28.467    225.676    130.098
      8.968    -82.565     82.690      9.967    -28.244    225.449    130.067
      8.969    -82.593     82.915     10.097    -28.022    225.222    130.036
      8.970    -82.621     83.140     10.227    -27.801    224.995    130.004
      8.971    -82.649     83.365     10.357    -27.581    224.768    129.972
      8.972    -82.677     83.590     10.487    -27.361    224.542    129.940
      8.973    -82.704     83.814     10.617    -27.142    224.316    129.907
      8.974    -82.731     84.039     10.747    -26.924    224.091    129.875
      8.975    -82.758     84.263     10.877    -26.707    223.865    129.842
      8.976    -82.784     84.486     11.007    -26.490    223.640    129.809
      8.977    -82.811     84.710     11.137    -26.275    223.415    129.776
      8.978    -82.837     84.933     11.266    -26.060    223.191    129.742
      8.979    -82.863     85.156     11.396    -25.845    222.966    129.708
      8.980    -82.888     85.379     11.526    -25.632    222.742    129.674
      8.981    -82.914     85.602     11.655    -25.419    222.518    129.640
      8.982    -82.939     85.824     11.785    -25.207    222.295    129.606
      8.983    -82.964     86.046     11.915    -24.996    222.071    129.571
      8.984    -82.989     86.268     12.044    -24.786    221.848    129.536
      8.985    -83.014     86.490     12.174    -24.576    221.626    129.501
      8.986    -83.038     86.711     12.303    -24.367    221.403    129.466
      8.987    -83.063     86.933     12.433    -24.159    221.181    129.431
      8.988    -83.087     87.154     12.562    -23.951    220.959    129.395
      8.989    -83.111     87.375     12.691    -23.744    220.737    129.359
      8.990    -83.134     87.595     12.821    -23.538    220.516    129.323
      8.991    -83.158     87.816     12.950    -23.333    220.294    129.287
      8.992    -83.181     88.036     13.079    -23.128    220.073    129.251
      8.993    -83.204     88.256     13.209    -22.924    219.853    129.214
      8.994    -83.227     88.476     13.338    -22.721    219.632    129.177
      8.995    -83.249     88.695     13.467    -22.519    219.412    129.140
      8.996    -83.272     88.914     13.596    -22.317    219.192    129.103
      8.997    -83.294     89.134     13.725    -22.116    218.973    129.065
      8.998    -83.316     89.352     13.854    -21.915    218.753    129.028
      8.999    -83.338     89.571     13.983    -21.716    218.534    128.990
      9.000    -83.359     89.789     14.112    -21.516    218.316    128.952
      9.001    -83.381     90.008     14.241    -21.318    218.097    128.914
      9.002    -83.402     90.226     14.370    -21.120    217.879    128.876
      9.003    -83.423     90.443     14.499    -20.924    217.661    128.837
      9.004    -83.444     90.661     14.628    -20.727    217.443    128.799
      9.005    -83.465     90.878     14.756    -20.532    217.226    128.760
      9.006    -83.485     91.095     14.885    -20.337    217.008    128.721
      9.007    -83.505     91.312     15.014    -20.142    216.792    128.682
      9.008    -83.525     91.529     15.143    -19.949    216.575    128.642
      9.009    -83.545     91.745     15.271    -19.756    216.359    128.603
      9.010    -83.565     91.962     15.400    -19.564    216.142    128.563
      9.011    -83.584     92.178     15.528    -19.372    215.927    128.523
      9.012    -83.604     92.394     15.657    -19.181    215.711    128.483
      9.013    -83.623     92.609     15.785    -18.991    215.496    128.443
      9.014    -83.642     92.825     15.914    -18.801    215.281    128.403
      9.015    -83.660     93.040     16.042    -18.612    215.066    128.362
      9.016    -83.679     93.255     16.170    -18.424    214.852    128.322
      9.017    -83.697     93.469     16.299    -18.236    214.637    128.281
      9.018    -83.715     93.684     16.427    -18.049    214.423    128.240
      9.019    -83.733     93.898     16.555    -17.862    214.210    128.199
      9.020    -83.751     94.112     16.683    -17.676    213.996    128.158
      9.021    -83.769     94.326     16.811    -17.491    213.783    128.116
      9.022    -83.786     94.540     16.940    -17.307    213.570    128.075
      9.023    -83.803     94.753     17.068    -17.123    213.358    128.033
      9.024    -83.820     94.967     17.196    -16.939    213.146    127.991
      9.025    -83.837     95.180     17.324    -16.757    212.934    127.949
      9.026    -83.854     95.393     17.452    -16.575    212.722    127.907
      9.027    -83.870     95.605     17.579    -16.393    212.510    127.865
      9.028    -83.887     95.818     17.707    -16.212    212.299    127.823
      9.029    -83.903     96.030     17.835    -16.032    212.088    127.780
      9.030    -83.919     96.242     17.963    -15.852    211.877    127.737
      9.031    -83.934     96.454     18.091    -15.673    211.667    127.695
      9.032    -83.950     96.665     18.218    -15.495    211.457    127.652
      9.033    -83.965     96.876     18.346    -15.317    211.247    127.609
      9.034    -83.981     97.088     18.473    -15.140    211.037    127.565
      9.035    -83.996     97.298     18.601    -14.963    210.828    127.522
      9.036    -84.010     97.509     18.728    -14.787    210.619    127.479
      9.037    -84.025     97.720     18.856    -14.611    210.410    127.435
      9.038    -84.040     97.930     18.983    -14.436    210.202    127.391
      9.039    -84.054     98.140     19.111    -14.262    209.994    127.347
      9.040    -84.068     98.350     19.238    -14.088    209.786    127.303
      9.041    -84.082     98.560     19.365    -13.915    209.578    127.259
      9.042    -84.096     98.769     19.493    -13.743    209.370    127.215
      9.043    -84.110     98.978     19.620    -13.571    209.163    127.171
      9.044    -84.123     99.188     19.747    -13.399    208.956    127.126
      9.045    -84.137     99.396     19.874    -13.228    208.750    127.082
      9.046    -84.150     99.605     20.001    -13.058    208.543    127.037
      9.047    -84.163     99.813     20.128    -12.888    208.337    126.992
      9.048    -84.175    100.022     20.255    -12.719    208.132    126.947
      9.049    -84.188    100.230     20.382    -12.550    207.926    126.902
      9.050    -84.201    100.438     20.509    -12.382    207.721    126.857
      9.051    -84.213    100.645     20.636    -12.215    207.516    126.812
      9.052    -84.225    100.853     20.762    -12.048    207.311    126.767
      9.053    -84.237    101.060     20.889    -11.881    207.107    126.721
      9.054    -84.249    101.267     21.016    -11.715    206.902    126.676
      9.055    -84.260    101.474     21.143    -11.550    206.698    126.630
      9.056    -84.272    101.680     21.269    -11.385    206.495    126.584
      9.057    -84.283    101.887     21.396    -11.221    206.291    126.538
      9.058    -84.294    102.093     21.522    -11.057    206.088    126.492
      9.059    -84.305    102.299     21.649    -10.894    205.885    126.446
      9.060    -84.316    102.505     21.775    -10.731    205.683    126.400
      9.061    -84.327    102.710     21.902    -10.569    205.480    126.354
      9.062    -84.337    102.915     22.028    -10.407    205.278    126.308
      9.063    -84.348    103.121     22.154    -10.246    205.077    126.261
      9.064    -84.358    103.326     22.280    -10.085    204.875    126.214
      9.065    -84.368    103.530     22.407     -9.925    204.674    126.168
      9.066    -84.378    103.735     22.533     -9.766    204.473    126.121
      9.067    -84.387    103.939     22.659     -9.607    204.272    126.074
      9.068    -84.397    104.144     22.785     -9.448    204.072    126.027
      9.069    -84.406    104.348     22.911     -9.290    203.871    125.980
      9.070    -84.415    104.551     23.037     -9.133    203.672    125.933
      9.071    -84.424    104.755     23.163     -8.976    203.472    125.886
      9.072    -84.433    104.958     23.289     -8.819    203.272    125.838
      9.073    -84.442    105.161     23.414     -8.663    203.073    125.791
      9.074    -84.451    105.364     23.540     -8.508    202.874    125.744
      9.075    -84.459    105.567     23.666     -8.353    202.676    125.696
      9.076    -84.467    105.770     23.792     -8.198    202.478    125.648
      9.077    -84.475    105.972     23.917     -8.044    202.279    125.601
      9.078    -84.483    106.174     24.043     -7.891    202.082    125.553
      9.079    -84.491    106.376     24.168     -7.738    201.884    125.505
      9.080    -84.499    106.578     24.294     -7.585    201.687    125.457
      9.081    -84.506    106.780     24.419     -7.433    201.490    125.409
      9.082    -84.514    106.981     24.545     -7.281    201.293    125.361
      9.083    -84.521    107.182     24.670     -7.130    201.096    125.312
      9.084    -84.528    107.383     24.795     -6.980    200.900    125.264
      9.085    -84.535    107.584     24.920     -6.830    200.704    125.216
      9.086    -84.542    107.785     25.046     -6.680    200.508    125.167
      9.087    -84.548    107.985     25.171     -6.531    200.313    125.119
      9.088    -84.555    108.185     25.296     -6.382    200.118    125.070
      9.089    -84.561    108.385     25.421     -6.234    199.923    125.021
      9.090    -84.567    108.585     25.546     -6.086    199.728    124.972
      9.091    -84.573    108.785     25.671     -5.939    199.534    124.924
      9.092    -84.579    108.984     25.796     -5.792    199.339    124.875
      9.093    -84.585    109.183     25.921     -5.645    199.146    124.826
      9.094    -84.590    109.382     26.045     -5.499    198.952    124.777
      9.095    -84.596    109.581     26.170     -5.354    198.759    124.728
      9.096    -84.601    109.780     26.295     -5.209    198.565    124.678
      9.097    -84.606    109.978     26.420     -5.064    198.372    124.629
      9.098    -84.611    110.177     26.544     -4.920    198.180    124.580
      9.099    -84.616    110.375     26.669     -4.777    197.987    124.530
      9.100    -84.621    110.573     26.793     -4.633    197.795    124.481
      9.101    -84.625    110.770     26.918     -4.491    197.603    124.431
      9.102    -84.630    110.968     27.042     -4.348    197.412    124.382
      9.103    -84.634    111.165     27.166     -4.206    197.221    124.332
      9.104    -84.638    111.362     27.291     -4.065    197.029    124.282
      9.105    -84.642    111.559     27.415     -3.924    196.839    124.233
      9.106    -84.646    111.756     27.539     -3.783    196.648    124.183
      9.107    -84.650    111.953     27.663     -3.643    196.458    124.133
      9.108    -84.653    112.149     27.787     -3.503    196.268    124.083
      9.109    -84.657    112.345     27.912     -3.364    196.078    124.033
      9.110    -84.660    112.541     28.036     -3.225    195.888    123.983
      9.111    -84.663    112.737     28.159     -3.087    195.699    123.933
      9.112    -84.666    112.932     28.283     -2.949    195.510    123.882
      9.113    -84.669    113.128     28.407     -2.811    195.321    123.832
      9.114    -84.672    113.323     28.531     -2.674    195.132    123.782
      9.115    -84.674    113.518     28.655     -2.537    194.944    123.731
      9.116    -84.677    113.713     28.779     -2.401    194.756    123.681
      9.117    -84.679    113.908     28.902     -2.265    194.568    123.631
      9.118    -84.681    114.102     29.026     -2.130    194.381    123.580
      9.119    -84.683    114.296     29.149     -1.995    194.193    123.529
      9.120    -84.685    114.491     29.273     -1.860    194.006    123.479
      9.121    -84.687    114.684     29.396     -1.726    193.819    123.428
      9.122    -84.689    114.878     29.520     -1.592    193.633    123.377
      9.123    -84.690    115.072     29.643     -1.459    193.446    123.327
      9.124    -84.692    115.265     29.766     -1.326    193.260    123.276
      9.125    -84.693    115.458     29.890     -1.193    193.075    123.225
      9.126    -84.694    115.651     30.013     -1.061    192.889    123.174
      9.127    -84.695    115.844     30.136     -0.929    192.704    123.123
      9.128    -84.696    116.037     30.259     -0.798    192.519    123.072
      9.129    -84.697    116.229     30.382     -0.667    192.334    123.021
      9.130    -84.697    116.421     30.505     -0.536    192.149    122.970
      9.131    -84.698    116.613     30.628     -0.406    191.965    122.919
      9.132    -84.698    116.805     30.751     -0.276    191.781    122.867
      9.133    -84.698    116.997     30.874     -0.147    191.597    122.816
      9.134    -84.698    117.188     30.997     -0.018    191.413    122.765
      9.135    -84.698    117.380     31.119      0.111    191.230    122.713
      9.136    -84.698    117.571     31.242      0.239    191.047    122.662
      9.137    -84.698    117.762     31.365      0.367    190.864    122.611
      9.138    -84.697    117.953     31.487      0.495    190.681    122.559
      9.139    -84.697    118.143     31.610      0.622    190.499    122.508
      9.140    -84.696    118.334     31.732      0.749    190.316    122.456
      9.141    -84.695    118.524     31.855      0.875    190.134    122.404
      9.142    -84.695    118.714     31.977      1.001    189.953    122.353
      9.143    -84.693    118.904     32.099      1.127    189.771    122.301
      9.144    -84.692    119.093     32.222      1.252    189.590    122.249
      9.145    -84.691    119.283     32.344      1.377    189.409    122.198
      9.146    -84.689    119.472     32.466      1.501    189.228    122.146
      9.147    -84.688    119.661     32.588      1.625    189.048    122.094
      9.148    -84.686    119.850     32.710      1.749    188.868    122.042
      9.149    -84.684    120.039     32.832      1.872    188.688    121.990
      9.150    -84.683    120.228     32.954      1.995    188.508    121.938
      9.151    -84.680    120.416     33.076      2.118    188.328    121.886
      9.152    -84.678    120.604     33.198      2.240    188.149    121.834
      9.153    -84.676    120.792     33.320      2.362    187.970    121.782
      9.154    -84.674    120.980     33.442      2.484    187.791    121.730
      9.155    -84.671    121.168     33.563      2.605    187.612    121.678
      9.156    -84.668    121.356     33.685      2.726    187.434    121.626
      9.157    -84.666    121.543     33.806      2.846    187.256    121.574
      9.158    -84.663    121.730     33.928      2.967    187.078    121.522
      9.159    -84.660    121.917     34.050      3.086    186.900    121.469
      9.160    -84.656    122.104     34.171      3.206    186.723    121.417
      9.161    -84.653    122.290     34.292      3.325    186.546    121.365
      9.162    -84.650    122.477     34.414      3.444    186.369    121.312
      9.163    -84.646    122.663     34.535      3.562    186.192    121.260
      9.164    -84.643    122.849     34.656      3.680    186.015    121.208
      9.165    -84.639    123.035     34.777      3.798    185.839    121.155
      9.166    -84.635    123.221     34.899      3.915    185.663    121.103
      9.167    -84.631    123.407     35.020      4.032    185.487    121.050
      9.168    -84.627    123.592     35.141      4.149    185.312    120.998
      9.169    -84.623    123.777     35.262      4.265    185.136    120.945
      9.170    -84.619    123.962     35.383      4.381    184.961    120.893
      9.171    -84.614    124.147     35.503      4.497    184.786    120.840
      9.172    -84.610    124.332     35.624      4.612    184.612    120.788
      9.173    -84.605    124.516     35.745      4.727    184.437    120.735
      9.174    -84.600    124.701     35.866      4.842    184.263    120.682
      9.175    -84.595    124.885     35.986      4.956    184.089    120.630
      9.176    -84.590    125.069     36.107      5.070    183.915    120.577
      9.177    -84.585    125.253     36.227      5.184    183.742    120.524
      9.178    -84.580    125.436     36.348      5.297    183.568    120.471
      9.179    -84.574    125.620     36.468      5.410    183.395    120.419
      9.180    -84.569    125.803     36.589      5.523    183.222    120.366
      9.181    -84.563    125.986     36.709      5.635    183.050    120.313
      9.182    -84.558    126.169     36.829      5.747    182.877    120.260
      9.183    -84.552    126.352     36.950      5.859    182.705    120.207
      9.184    -84.546    126.535     37.070      5.970    182.533    120.155
      9.185    -84.540    126.717     37.190      6.082    182.362    120.102
      9.186    -84.534    126.899     37.310      6.192    182.190    120.049
      9.187    -84.528    127.081     37.430      6.303    182.019    119.996
      9.188    -84.521    127.263     37.550      6.413    181.848    119.943
      9.189    -84.515    127.445     37.670      6.523    181.677    119.890
      9.190    -84.508    127.627     37.790      6.632    181.506    119.837
      9.191    -84.501    127.808     37.910      6.741    181.336    119.784
      9.192    -84.495    127.989     38.029      6.850    181.166    119.731
      9.193    -84.488    128.171     38.149      6.959    180.996    119.678
      9.194    -84.481    128.351     38.269      7.067    180.826    119.625
      9.195    -84.474    128.532     38.388      7.175    180.656    119.571
      9.196    -84.466    128.713     38.508      7.283    180.487    119.518
      9.197    -84.459    128.893     38.627      7.390    180.318    119.465
      9.198    -84.452    129.073     38.747      7.497    180.149    119.412
      9.199    -84.444    129.253     38.866      7.604    179.980    119.359
      9.200    -84.436    129.433     38.986      7.710    179.812    119.306
      9.201    -84.429    129.613     39.105      7.817    179.644    119.253
      9.202    -84.421    129.793     39.224      7.922    179.476    119.199
      9.203    -84.413    129.972     39.343      8.028    179.308    119.146
      9.204    -84.405    130.151     39.462      8.133    179.140    119.093
      9.205    -84.397    130.330     39.581      8.238    178.973    119.040
      9.206    -84.388    130.509     39.700      8.343    178.806    118.986
      9.207    -84.380    130.688     39.819      8.447    178.639    118.933
      9.208    -84.371    130.866     39.938      8.551    178.472    118.880
      9.209    -84.363    131.045     40.057      8.655    178.306    118.827
      9.210    -84.354    131.223     40.176      8.759    178.139    118.773
      9.211    -84.345    131.401     40.295      8.862    177.973    118.720
      9.212    -84.336    131.579     40.413      8.965    177.807    118.667
      9.213    -84.327    131.757     40.532      9.067    177.642    118.613
      9.214    -84.318    131.934     40.651      9.170    177.476    118.560
      9.215    -84.309    132.112     40.769      9.272    177.311    118.506
      9.216    -84.300    132.289     40.888      9.374    177.146    118.453
      9.217    -84.290    132.466     41.006      9.475    176.981    118.400
      9.218    -84.281    132.643     41.124      9.576    176.817    118.346
      9.219    -84.271    132.820     41.243      9.677    176.652    118.293
      9.220    -84.261    132.996     41.361      9.778    176.488    118.239
      9.221    -84.252    133.173     41.479      9.878    176.324    118.186
      9.222    -84.242    133.349     41.597      9.978    176.160    118.133
      9.223    -84.232    133.525     41.715     10.078    175.997    118.079
      9.224    -84.221    133.701     41.834     10.178    175.833    118.026
      9.225    -84.211    133.877     41.952     10.277    175.670    117.972
      9.226    -84.201    134.052     42.069     10.376    175.507    117.919
      9.227    -84.190    134.228     42.187     10.475    175.345    117.865
      9.228    -84.180    134.403     42.305     10.573    175.182    117.812
      9.229    -84.169    134.578     42.423     10.672    175.020    117.758
      9.230    -84.159    134.753     42.541     10.769    174.858    117.705
      9.231    -84.148    134.928     42.658     10.867    174.696    117.651
      9.232    -84.137    135.102     42.776     10.964    174.534    117.598
      9.233    -84.126    135.277     42.894     11.062    174.372    117.544
      9.234    -84.115    135.451     43.011     11.158    174.211    117.491
      9.235    -84.104    135.625     43.129     11.255    174.050    117.437
      9.236    -84.092    135.799     43.246     11.351    173.889    117.384
      9.237    -84.081    135.973     43.363     11.447    173.728    117.330
      9.238    -84.069    136.147     43.481     11.543    173.568    117.276
      9.239    -84.058    136.320     43.598     11.639    173.408    117.223
      9.240    -84.046    136.493     43.715     11.734    173.248    117.169
      9.241    -84.034    136.667     43.832     11.829    173.088    117.116
      9.242    -84.022    136.840     43.949     11.924    172.928    117.062
      9.243    -84.010    137.012     44.066     12.018    172.769    117.009
      9.244    -83.998    137.185     44.183     12.113    172.609    116.955
      9.245    -83.986    137.358     44.300     12.207    172.450    116.901
      9.246    -83.974    137.530     44.417     12.300    172.291    116.848
      9.247    -83.962    137.702     44.534     12.394    172.133    116.794
      9.248    -83.949    137.874     44.651     12.487    171.974    116.741
      9.249    -83.937    138.046     44.767     12.580    171.816    116.687
      9.250    -83.924    138.218     44.884     12.673    171.658    116.634
      9.251    -83.911    138.390     45.001     12.765    171.500    116.580
      9.252    -83.898    138.561     45.117     12.858    171.342    116.526
      9.253    -83.886    138.732     45.234     12.950    171.184    116.473
      9.254    -83.873    138.903     45.350     13.041    171.027    116.419
      9.255    -83.859    139.074     45.467     13.133    170.870    116.365
      9.256    -83.846    139.245     45.583     13.224    170.713    116.312
      9.257    -83.833    139.416     45.699     13.315    170.556    116.258
      9.258    -83.820    139.586     45.815     13.406    170.400    116.205
      9.259    -83.806    139.756     45.932     13.496    170.243    116.151
      9.260    -83.793    139.927     46.048     13.587    170.087    116.097
      9.261    -83.779    140.097     46.164     13.677    169.931    116.044
      9.262    -83.765    140.267     46.280     13.767    169.776    115.990
      9.263    -83.752    140.436     46.396     13.856    169.620    115.937
      9.264    -83.738    140.606     46.512     13.945    169.465    115.883
      9.265    -83.724    140.775     46.628     14.035    169.309    115.829
      9.266    -83.710    140.944     46.743     14.123    169.154    115.776
      9.267    -83.695    141.113     46.859     14.212    169.000    115.722
      9.268    -83.681    141.282     46.975     14.300    168.845    115.669
      9.269    -83.667    141.451     47.090     14.389    168.691    115.615
      9.270    -83.652    141.620     47.206     14.476    168.536    115.561
      9.271    -83.638    141.788     47.322     14.564    168.382    115.508
      9.272    -83.623    141.957     47.437     14.652    168.228    115.454
      9.273    -83.609    142.125     47.552     14.739    168.075    115.401
      9.274    -83.594    142.293     47.668     14.826    167.921    115.347
      9.275    -83.579    142.461     47.783     14.913    167.768    115.293
      9.276    -83.564    142.628     47.898     14.999    167.615    115.240
      9.277    -83.549    142.796     48.014     15.085    167.462    115.186
      9.278    -83.534    142.963     48.129     15.171    167.309    115.133
      9.279    -83.519    143.130     48.244     15.257    167.157    115.079
      9.280    -83.503    143.297     48.359     15.343    167.004    115.025
      9.281    -83.488    143.464     48.474     15.428    166.852    114.972
      9.282    -83.472    143.631     48.589     15.514    166.700    114.918
      9.283    -83.457    143.798     48.704     15.598    166.548    114.865
      9.284    -83.441    143.964     48.819     15.683    166.397    114.811
      9.285    -83.425    144.131     48.933     15.768    166.245    114.758
      9.286    -83.410    144.297     49.048     15.852    166.094    114.704
      9.287    -83.394    144.463     49.163     15.936    165.943    114.650
      9.288    -83.378    144.629     49.277     16.020    165.792    114.597
      9.289    -83.362    144.794     49.392     16.104    165.641    114.543
      9.290    -83.346    144.960     49.507     16.187    165.491    114.490
      9.291    -83.329    145.125     49.621     16.270    165.340    114.436
      9.292    -83.313    145.291     49.735     16.353    165.190    114.383
      9.293    -83.297    145.456     49.850     16.436    165.040    114.329
      9.294    -83.280    145.621     49.964     16.519    164.890    114.276
      9.295    -83.264    145.785     50.078     16.601    164.741    114.222
      9.296    -83.247    145.950     50.193     16.683    164.591    114.169
      9.297    -83.230    146.115     50.307     16.765    164.442    114.115
      9.298    -83.213    146.279     50.421     16.847    164.293    114.062
      9.299    -83.197    146.443     50.535     16.928    164.144    114.008
      9.300    -83.180    146.607     50.649     17.009    163.995    113.955
      9.301    -83.162    146.771     50.763     17.091    163.847    113.901
      9.302    -83.145    146.935     50.877     17.171    163.698    113.848
      9.303    -83.128    147.099     50.990     17.252    163.550    113.794
      9.304    -83.111    147.262     51.104     17.332    163.402    113.741
      9.305    -83.093    147.425     51.218     17.413    163.254    113.687
      9.306    -83.076    147.589     51.332     17.493    163.106    113.634
      9.307    -83.059    147.752     51.445     17.573    162.959    113.581
      9.308    -83.041    147.915     51.559     17.652    162.812    113.527
      9.309    -83.023    148.077     51.672     17.732    162.664    113.474
      9.310    -83.005    148.240     51.786     17.811    162.517    113.420
      9.311    -82.988    148.402     51.899     17.890    162.371    113.367
      9.312    -82.970    148.565     52.012     17.969    162.224    113.314
      9.313    -82.952    148.727     52.126     18.047    162.078    113.260
      9.314    -82.934    148.889     52.239     18.126    161.931    113.207
      9.315    -82.915    149.051     52.352     18.204    161.785    113.153
      9.316    -82.897    149.212     52.465     18.282    161.639    113.100
      9.317    -82.879    149.374     52.578     18.360    161.494    113.047
      9.318    -82.860    149.535     52.691     18.437    161.348    112.993
      9.319    -82.842    149.697     52.804     18.515    161.203    112.940
      9.320    -82.823    149.858     52.917     18.592    161.057    112.887
      9.321    -82.805    150.019     53.030     18.669    160.912    112.833
      9.322    -82.786    150.180     53.143     18.746    160.767    112.780
      9.323    -82.767    150.340     53.256     18.823    160.623    112.727
      9.324    -82.748    150.501     53.368     18.899    160.478    112.673
      9.325    -82.729    150.661     53.481     18.975    160.334    112.620
      9.326    -82.710    150.821     53.594     19.051    160.189    112.567
      9.327    -82.691    150.982     53.706     19.127    160.045    112.514
      9.328    -82.672    151.142     53.819     19.203    159.901    112.460
      9.329    -82.653    151.301     53.931     19.278    159.758    112.407
      9.330    -82.634    151.461     54.043     19.354    159.614    112.354
      9.331    -82.614    151.621     54.156     19.429    159.471    112.301
      9.332    -82.595    151.780     54.268     19.504    159.328    112.247
      9.333    -82.575    151.939     54.380     19.579    159.185    112.194
      9.334    -82.556    152.098     54.492     19.653    159.042    112.141
      9.335    -82.536    152.257     54.605     19.727    158.899    112.088
      9.336    -82.516    152.416     54.717     19.802    158.756    112.035
      9.337    -82.496    152.575     54.829     19.876    158.614    111.981
      9.338    -82.476    152.733     54.941     19.949    158.472    111.928
      9.339    -82.456    152.892     55.052     20.023    158.330    111.875
      9.340    -82.436    153.050     55.164     20.097    158.188    111.822
      9.341    -82.416    153.208     55.276     20.170    158.046    111.769
      9.342    -82.396    153.366     55.388     20.243    157.905    111.716
      9.343    -82.376    153.524     55.500     20.316    157.763    111.663
      9.344    -82.355    153.682     55.611     20.388    157.622    111.610
      9.345    -82.335    153.839     55.723     20.461    157.481    111.557
      9.346    -82.314    153.997     55.834     20.533    157.340    111.504
      9.347    -82.294    154.154     55.946     20.605    157.199    111.450
      9.348    -82.273    154.311     56.057     20.677    157.059    111.397
      9.349    -82.253    154.468     56.169     20.749    156.918    111.344
      9.350    -82.232    154.625     56.280     20.821    156.778    111.291
      9.351    -82.211    154.782     56.391     20.892    156.638    111.238
      9.352    -82.190    154.938     56.502     20.964    156.498    111.185
      9.353    -82.169    155.095     56.613     21.035    156.358    111.132
      9.354    -82.148    155.251     56.725     21.106    156.219    111.079
